# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
WASP-136 b,Confirmed,1.51,0.08,0.08,,,,1.38,0.16,0.16,5.22,6.00E-06,6.00E-06,0.0661,0.0012,0.0012,,,,84.7,1.3,1.6,,2016,7/27/2016,,,,,,,,,,2456776.906,0.00109,0.00109,,,,,,,0.59,0.14,0.008,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-136,0.325708339,-8.926277804,9.98,,,,,164.00,18,18,,,,1.51,0.08,0.08,1.38,0.16,0.16,,3.62,0.7,0.7,6260,100,100,,,
WASP-138 b,Confirmed,1.22,0.08,0.08,1.09,0.05,0.05,,,,3.63,5.00E-06,5.00E-06,0.0494,0.0007,0.0007,,,,88.5,1.2,0.9,,2016,7/27/2016,,,,2457326.622,0.000319,0.000319,,,,,,,,,,,,,0.19,0.15,0.12,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-138,41.63904168,-0.463888909,11.81,,,,,308.00,51,51,-0.09,0.1,0.1,1.22,0.08,0.08,1.36,0.05,0.05,F9,,,,6272,96,96,,,
WASP-139 b,Confirmed,0.12,0.017,0.017,,,,0.80,0.05,0.05,5.92,4.00E-06,4.00E-06,0.062,0.002,0.002,0,,,88.9,0.5,0.5,,2016,7/11/2016,,,,,,,,,,2457196.793,0.0003,0.0003,,,,,,,0.33,0.14,0.14,,,,14,0.0014,0.0014,910,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-139,49.56250001,-41.30222223,12.4,,,,,230.00,40,40,0.2,0.09,0.09,,,,,,,K0,0.50,,,5310,90,90,,,
WASP-14 b,Confirmed,7.34,0.496,0.508,,,,1.28,0.082,0.075,2.24,1.10E-06,1.10E-06,0.036,0.001,0.001,0.087,0.002,0.002,84.79,0.67,0.67,0.000225,2008,5/23/2014,252.9,0.5,0.5,,,,,,,2454963.937,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-14,218.275,21.8947222,9.75,,,,,160.00,20,20,0,0.2,0.2,1.21,0.122,0.122,1.31,0.073,0.073,F5V,0.75,0.25,0.25,6475,100,100,,,
WASP-140 b,Confirmed,2.44,0.07,0.07,,,,1.44,0.18,0.42,2.24,8.00E-06,8.00E-06,0.0323,0.0005,0.0005,0.047,0.0035,0.0035,83.3,0.8,0.5,,2016,7/11/2016,356,8,8,,,,,,,,,,,,,,,,0.99,0.03,0.07,,,,403,3,3,1320,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-140,60.38750001,-20.45111112,11.1,,,,,180.00,30,30,0.12,0.1,0.1,0.90,0.04,0.04,0.87,0.04,0.04,K0,1.60,0.9,1.4,5260,100,100,,,
WASP-141 b,Confirmed,2.69,0.15,0.15,,,,1.21,0.08,0.08,3.31,5.00E-06,5.00E-06,0.0469,0.0007,0.0007,0,,,87.6,1.3,1.3,,2016,7/11/2016,,,,,,,,,,2457019.595,0.0003,0.0003,,,,,,,0.31,0.12,0.12,,,,315,15,15,1540,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-141,71.82500001,-17.11527779,12.4,,,,,570.00,150,150,0.29,0.09,0.09,1.25,0.06,0.06,1.37,0.07,0.07,F9,4.00,2.4,4.6,5900,120,120,,,
WASP-142 b,Confirmed,0.84,0.09,0.09,,,,1.53,0.08,0.08,2.05,2.00E-06,2.00E-06,0.0347,0.0007,0.0007,0,,,80.2,0.6,0.6,,2016,7/11/2016,,,,,,,,,,2457007.778,0.0004,0.0004,,,,,,,0.77,0.02,0.02,,,,109,10,10,2000,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-142,140.5083333,-23.94611114,12.3,,,,,840.00,310,310,0.26,0.12,0.12,1.33,0.08,0.08,1.64,0.08,0.08,F8,2.00,,,6010,140,140,,,
WASP-15 b,Confirmed,0.54,0.05,0.05,,,,1.43,0.077,0.077,3.75,2.80E-06,2.80E-06,0.0499,0.0018,0.0018,0,,,85.5,0.5,0.5,0.000162,2008,6/18/2013,,,,,,,,,,2454584.698,0.00029,0.00029,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-15,208.9291667,-32.1597222,10.9,,,,,308.00,,,-0.17,0.11,0.11,1.18,0.12,0.12,1.48,0.072,0.072,F7,3.90,1.3,1.3,6300,100,100,,,
WASP-151 b,Confirmed,0.31,0.03,0.04,,,,1.13,0.03,0.03,4.53,4.00E-06,4.00E-06,0.055,0.001,0.001,0,0,0.003,89.2,0.6,0.6,,2017,11/6/2017,310,30,120,,,,,,,2457741.008,0.0002,0.0001,,,,,,,,,,,,,37,3,4,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-151,349.0634167,0.306805567,12.9,,,,,480.00,75,75,0.1,0.1,0.1,1.08,0.081,0.081,1.14,0.03,0.03,G1,5.10,1.3,1.3,5871,57,57,,,"2MASS J23161522+0018242, EPIC 246441449, K2-134"
WASP-153 b,Confirmed,0.39,0.02,0.02,,,,1.55,0.08,0.1,3.33,2.00E-06,2.00E-06,0.048,0.001,0.001,0,0,0.009,84.1,0.7,0.7,,2017,11/6/2017,,,,,,,,,,2453142.542,0.003,0.003,,,,,,,,,,,,,44,2,2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-153,279.262375,40.01872222,12.8,,,,,430.00,35,35,0.34,0.11,0.11,1.34,0.086,0.086,1.73,0.09,0.1,G0,4.00,0.8,0.8,5914,64,64,,,
WASP-156 b,Confirmed,0.13,0.009,0.01,,,,0.51,0.02,0.02,3.84,3.00E-06,3.00E-06,0.0453,0.0009,0.0009,0,0,0.007,89.1,0.9,0.6,,2017,11/6/2017,,,,,,,,,,2454677.707,0.002,0.002,,,,,,,,,,,,,19,1,1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-156,32.78170834,2.418000009,11.6,,,,,140.00,25,25,0.24,0.12,0.12,0.84,0.052,0.052,0.76,0.03,0.03,K3,6.40,4,4,4910,61,61,,,
WASP-157 b,Confirmed,0.58,0.0937,0.0937,0.574,0.093,0.093,1.05,0.044,0.044,3.95,4.00E-06,4.00E-06,0.0529,0.0017,0.0017,0,,,85.19,0.32,0.5,,2016,3/18/2016,,,,,,,,,,2457257.803,8.80E-05,8.80E-05,,,,,,,0.868,0.068,0.022,,,,60,4,4,1339,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,WASP-157,201.6541667,-8.317500007,12.9,,,,,,,,0.34,0.09,0.09,1.26,0.12,0.12,1.11,0.046,0.046,G2V,1.00,0.3,2.8,5840,140,140,,,
WASP-16 b,Confirmed,0.86,0.059,0.059,,,,1.01,0.071,0.071,3.12,1.31E-05,1.31E-05,0.0421,0.0018,0.0018,0,,,85.22,0.43,0.43,,2009,6/18/2013,,,,,,,,,,2454584.429,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-16,214.6833333,-20.2755556,11.3,,,,,,,,0.01,0.1,0.1,1.02,0.101,0.101,0.95,0.054,0.054,G3V,2.30,2.2,2.2,5550,130,130,,,
WASP-167 b,Confirmed,8.00,7.999,0,,,,1.51,0.03,0.03,2.02,6.00E-07,6.00E-07,0.0365,0.0006,0.0006,,,,79.9,0.4,0.4,,2017,8/17/2017,,,,,,,2456592.464,0.0002,0.0002,,,,,,,195,5,5,0.77,0.01,0.01,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KELT-13 b,,WASP-167,196.043875,-35.54952225,10.5,,,,,381.00,13,15,-0.04,0.09,0.16,1.52,0.087,0.069,1.76,0.057,0.067,F1 V,1.29,0.27,0.36,7043,68,89,,,"2MASS J13041053{353258, KELT-13"
WASP-17 b,Confirmed,0.49,0.032,0.032,,,,1.99,0.081,0.081,3.74,6.80E-06,6.80E-06,0.0515,0.00034,0.00034,0.028,0.018,0.015,86.83,0.56,0.68,,2009,9/14/2016,277.4,14.6,2.6,,,,,,,2454577.858,0.00027,0.00027,,,,,,,0.401,0.077,0.059,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,"O I, Na, C, K",WASP-17,239.9625,-28.0616667,11.6,,,,,,,,-0.19,0.09,0.09,1.20,-0.13,-0.13,1.38,-0.18,-0.18,F4,3.00,-2.6,-2.6,6650,80,80,,,
WASP-18 b,Confirmed,10.43,0.4,0.4,,,,1.17,0.077,0.077,0.94,4.00E-07,4.00E-07,0.02047,0.00038,0.00038,0.0088,0.0012,0.0012,86,2.5,2.5,0.000205,2009,1/9/2018,269,3,3,,,,,,,2454221.482,0.00038,0.00038,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,H2O,WASP-18,24.3541667,-45.6777778,9.3,,,,,100.00,10,10,0,0.09,0.09,1.24,0.04,0.04,1.23,0.045,0.045,F6,0.63,0.53,0.53,6400,100,100,,,
WASP-19 b,Confirmed,1.11,0.04,0.04,,,,1.40,0.025,0.025,0.79,3.00E-07,3.00E-07,0.01616,0.00026,0.00026,0.0046,0.0044,0.0044,79.4,0.4,0.4,,2009,9/14/2017,3,70,70,,,,,,,2455168.968,9.00E-05,9.00E-05,,,,,,,,,,,,,,,,2077,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"TiO, O I, C",WASP-19,148.4166667,-45.6591667,12.3,,,,,,,,0.02,0.09,0.09,0.90,0.045,0.045,1.00,0.018,0.018,G8V,11.50,2.7,2.7,5500,100,100,,,
WASP-2 b,Confirmed,0.85,0.045,0.045,,,,1.08,0.033,0.033,2.15,4.00E-07,4.00E-07,0.03138,0.011,0.011,0,,,84.73,0.19,0.19,0.000218,2006,5/31/2013,,,,,,,,,,2453991.515,0.00017,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-2,307.725,6.4294444,11.98,,,,,144.00,,,-0.08,0.08,0.08,0.84,0.11,0.11,0.83,0.08,0.08,K1V,,,,5150,80,80,,,
WASP-20 b,Confirmed,0.31,0.018,0.018,,,,1.46,0.057,0.057,4.90,3.40E-06,3.40E-06,0.06003,0.00067,0.00067,0,,,85.57,0.022,0.022,,2011,2/7/2014,,,,,,,,,,2455715.656,0.00028,0.00028,,,,8.1,3.6,3.6,,,,,,,,,,1379,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-20,5.160567096,-23.93571308,10.68,,,,,210.00,20,20,-0.009,0.061,0.061,1.20,0.04,0.04,1.39,0.044,0.044,,7.00,2,1,5950,100,100,,,"2MASS J00203853-2356086, TYC 6413-439-1, CD-24 102"
WASP-21 b,Confirmed,0.30,0.01,0.01,,,,1.21,0.032,0.032,4.32,2.20E-06,2.20E-06,0.052,0.00044,0.00044,0,,,87.12,0.24,0.24,0.000226,2010,8/26/2015,,,,,,,,,,2454743.042,0.00065,0.00065,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-21,347.4916667,18.3961111,11.6,,,,,230.00,30,30,-0.4,0.1,0.1,1.01,0.025,0.025,1.06,0.04,0.04,G3V,,,,5800,100,100,,,
WASP-22 b,Confirmed,0.62,0.0172,0.00318,0.617,0.017,0.0028,1.20,0.027,0.046,3.53,5.80E-06,5.80E-06,0.04698,0.00037,0.00037,0,,,88.26,0.91,0.91,0.000157,2010,12/18/2015,,,,,,,,,,2455497.4,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-22,52.8166667,-23.8197222,12,,,,,300.00,,,-0.05,0.08,0.08,1.10,0.3,0.3,1.13,0.03,0.03,,,,,6000,100,100,,,
WASP-23 b,Confirmed,0.88,0.099,0.088,,,,0.96,0.056,0.047,2.94,1.30E-06,1.10E-06,0.0376,0.0024,0.0016,0.062,inf,nan,88.39,0.45,0.79,,2010,8/16/2014,,,,,,,,,,2455320.124,0.00013,0.00013,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-23,101.1291667,-42.7619444,12.7,,,,,,,,,,,0.78,0.13,0.13,0.77,0.049,0.049,K1V,,,,5150,100,100,,,
WASP-24 b,Confirmed,1.07,0.038,0.036,,,,1.30,0.038,0.039,2.34,2.00E-06,2.00E-06,0.03651,0.00028,0.00028,0,,,83.64,0.29,0.29,0.000109,2010,7/24/2014,,,,,,,,,,2455081.379,0.00017,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-24,227.2166667,2.3433333,11.3,,,,,332.50,,,0.07,0.1,0.1,1.13,0.025,0.025,1.15,0.048,0.048,F8-9,1.60,1.6,1.6,6075,100,100,,,"TYC 339-329-1, 2MASS J15085174+0220358, USNO-B1.0 0923-0348089"
WASP-25 b,Confirmed,0.58,0.04,0.04,,,,1.26,0.06,0.06,3.76,5.00E-05,5.00E-05,0.0474,0.0004,0.0004,0,,,87.7,0.5,0.5,0.00028,2010,7/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-25,195.3583333,-27.5222222,11.9,,,,,169.00,,,-0.05,0.1,0.1,1.00,0.03,0.03,0.95,0.04,0.04,G4,,,,5750,100,100,,,
WASP-26 b,Confirmed,1.03,0.021,0.021,,,,1.28,0.075,0.075,2.76,6.70E-06,6.70E-06,0.03985,0.00033,0.00033,0,,,82.91,0.46,0.46,0.000159,2010,7/24/2014,,,,,,,,,,2455228.388,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-26,4.6041667,-15.2672222,11.3,,,,,250.00,15,15,-0.02,0.09,0.09,1.12,0.03,0.03,1.34,0.06,0.06,G0,6.00,2,2,5950,100,100,,,
WASP-28 b,Confirmed,0.91,0.043,0.043,,,,1.21,0.042,0.042,3.41,6.00E-06,6.00E-06,0.04469,0.00076,0.00076,0.046,0.03,0.03,88.61,0.67,0.67,0.000136,2010,2/7/2014,,,,,,,,,,2455290.405,0.0003,0.0003,,,,8,18,18,,,,,,,,,,1468,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-28,353.6166667,-1.58,12,,,,,410.00,70,70,-0.29,0.1,0.1,1.02,0.05,0.05,1.09,0.031,0.031,F8-G0,5.00,3,2,6150,140,140,,,
WASP-29 b,Confirmed,0.24,0.020105088,0.020105088,,,,0.84,0.034793532,0.055312794,3.92,4.00E-06,4.00E-06,0.0457,0.0006,0.0006,0.03,0.03,0.03,88.8,0.7,0.7,0.000571,2010,5/21/2014,,,,,,,,,,2455320.243,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-29,357.8791667,-39.9066667,11.3,,,,,80.00,,,0.11,0.14,0.14,0.83,0.033,0.033,0.85,0.048,0.048,K4V,15.00,8,8,4800,150,150,,,
WASP-3 b,Confirmed,2.06,0.13,0.13,,,,1.45,0.084,0.084,1.85,6.00E-07,6.00E-07,0.0313,0.0001,0.0001,0,,,85.06,0.16,0.16,0.00014,2007,11/2/2012,,,,,,,,,,2454605.559,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-3,278.6333333,35.6616667,10.64,,,,,223.00,,,0,0.2,0.2,1.24,0.11,0.11,1.31,0.12,0.12,F7V,,,,6400,100,100,,,
WASP-31 b,Confirmed,0.48,0.03,0.03,,,,1.54,0.06,0.06,3.41,5.00E-06,5.00E-06,0.04657,0.00034,0.00034,0,,,84.54,0.027,0.027,0.000116,2010,2/9/2017,,,,,,,,,,2455192.689,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,K,WASP-31,169.4375,-19.0547222,11.7,,,,,400.00,0,0,-0.19,0.09,0.09,1.16,0.026,0.026,1.24,0.04,0.04,F,,1,1,6200,100,100,,,
WASP-32 b,Confirmed,3.60,0.07,0.07,,,,1.18,0.07,0.07,2.72,8.00E-05,8.00E-05,0.0394,0.0003,0.0003,0.018,0.0065,0.0065,85.3,0.5,0.5,,2010,10/11/2010,160,30,30,,,,,,,2455151.054,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-32,3.9625,1.2005556,11.3,,,,,,,,-0.13,0.1,0.1,1.10,0.03,0.03,1.11,0.05,0.05,G,,,,6100,100,100,,,
WASP-33 b,Confirmed,2.10,0.1,0.1,,,,1.60,0.014,0.014,1.22,4.50E-07,4.50E-07,0.02558,0.00023,0.00023,0,,,87.7,1.8,1.8,0.000221,2010,9/30/2015,,,,,,,,,,2454590.179,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-33,36.7125,37.5505556,8.3,,,,,116.00,16,16,0.1,0.2,0.2,1.50,0.031,0.031,1.44,0.034,0.034,A5,,,,7400,200,200,,,
WASP-34 b,Confirmed,0.59,0.01,0.01,,,,1.22,0.08,0.08,4.32,4.50E-06,4.50E-06,0.0524,0.0004,0.0004,0.038,0.012,0.012,85.2,0.2,0.2,0.000437,2010,12/13/2010,319.8,18.6,18.6,,,,,,,2454647.554,0.00064,0.00064,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-34,165.4,-23.8605556,10.4,,,,,120.00,15,15,-0.02,0.1,0.1,1.01,0.07,0.07,0.93,,,G5,,0.12,0.12,5700,100,100,,,
WASP-35 b,Confirmed,0.72,0.06,0.06,,,,1.32,0.03,0.03,3.16,2.00E-06,2.00E-06,0.04317,0.00028,0.00028,0,,,87.96,0.25,0.25,,2011,8/16/2014,,,,,,,,,,2455531.479,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-35,76.08177334,-6.22982307,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-36 b,Confirmed,2.28,0.068,0.068,,,,1.27,0.03,0.03,1.54,2.70E-06,2.70E-06,0.02624,0.00027,0.00027,0,,,83.65,0.22,0.22,5.80E-05,2010,10/25/2011,,,,,,,,,,2455569.837,9.30E-05,9.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-36,131.5791667,-8.0269444,12.7,,,,,450.00,120,120,-0.31,0.12,0.12,1.02,0.032,0.032,0.94,0.019,0.019,G2,3.00,2,2,5881,138,138,,,
WASP-37 b,Confirmed,1.80,0.17,0.17,,,,1.16,0.06,0.07,3.58,1.10E-05,1.10E-05,0.04339,0.00152,0.00152,0,,,88.78,0.83,0.83,0.000128,2010,5/23/2014,,,,,,,,,,2455338.619,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,WASP-37,221.9458333,1.065,12.7,,,,,338.00,41,41,-0.4,0.12,0.12,0.85,0.04,0.04,0.98,0.042,0.042,G2,11.00,4,4,5800,150,150,,,
WASP-38 b,Confirmed,2.71,0.065,0.065,,,,1.08,0.044,0.044,6.87,4.20E-05,4.20E-05,0.07551,0.00085,0.00085,0.0321,0.0044,0.0044,88.69,0.55,0.55,0.000686,2010,4/8/2012,341,-16,-16,,,,,,,2455335.921,0.00074,0.00074,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-38,243.9583333,10.0325,9.42,,,,,110.00,20,20,-0.12,0.07,0.07,1.22,0.041,0.041,1.37,0.041,0.041,F8,5.00,nan,inf,6150,80,80,,,
WASP-39 b,Confirmed,0.28,0.03,0.03,,,,1.27,0.04,0.04,4.06,9.00E-06,9.00E-06,0.0486,0.0005,0.0005,0,,,87.83,0.25,0.25,0.000211,2011,11/30/2017,,,,,,,,,,2455342.969,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,H2O,WASP-39,217.325,-3.4444444,12.11,,,,,230.00,80,80,-0.12,0.1,0.1,0.93,0.03,0.03,0.90,0.023,0.023,G8,,,,5400,150,150,,,
WASP-4 b,Confirmed,1.24,0.062,0.059,,,,1.40,0.022,0.022,1.34,2.50E-07,2.50E-07,0.02312,0.00033,0.00033,0,,,88.8,0.43,0.61,7.70E-05,2007,5/28/2014,,,,,,,,,,2454823.592,2.80E-05,2.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,WASP-4,353.5625,-42.0613889,12.6,,,,,300.00,50,50,-0.03,0.09,0.09,0.93,0.05,0.05,1.15,0.28,0.28,G8,,,,5500,100,100,,,
WASP-41 b,Confirmed,0.94,0.05,0.05,0.94,0.05,0.05,1.18,0.03,0.03,3.05,9.00E-07,9.00E-07,0.04,0.001,0.001,0.026,0.026,0,89.4,0.3,0.3,0.000222,2010,9/28/2015,,,,,,,,,,2456014.994,0.0001,0.0001,,,,29,10,14,0.1,0.06,0.06,,,,138,2,2,1244,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-41,190.6187375,-30.63987502,11.6,,,,,180.00,60,60,-0.08,0.09,0.09,0.95,0.09,0.09,1.01,0.26,0.26,G8V,,,,5450,150,150,,,
WASP-41 c,Confirmed,3.18,0.2,0.2,3.18,0.2,0.2,,,,421.00,2,2,1.07,0.03,0.03,0.294,0.024,0.024,,,,,2015,9/28/2015,353,6,6,2456011,3,3,,,,,,,,,,,,,,,,,,,94,3,3,241,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,WASP-41,190.6187375,-30.63987502,11.6,,,,,180.00,60,60,-0.08,0.09,0.09,0.95,0.09,0.09,1.01,0.26,0.26,G8V,,,,5450,150,150,,,
WASP-42 b,Confirmed,0.50,0.035,0.035,,,,1.08,0.057,0.057,4.98,7.30E-06,7.30E-06,0.0458,0.0017,0.0017,0.06,0.013,0.013,88.25,0.27,0.27,,2011,8/19/2016,167,26,26,,,,,,,2455650.567,0.00023,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-42,192.9815459,-42.07360834,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASP-43 b,Confirmed,2.05,0.0534,0.05347,2.034,0.052,0.052,1.04,0.019,0.019,0.81,7.00E-07,7.00E-07,0.01526,0.00018,0.00018,0.0035,0.0025,0.0025,82.33,0.2,0.2,,2011,2/13/2017,328,34,34,,,,,,,2455726.543,0.00012,0.00012,,,,3.5,6.8,6.8,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"CH4, NH3, C, CO, CO2, H2O, O I",WASP-43,154.9083333,-9.8063889,12.4,,,,,,,,-0.01,0.012,0.012,0.72,0.025,0.025,0.67,0.01,0.01,K7V,0.40,nan,inf,4520,120,120,,,
WASP-44 b,Confirmed,0.89,0.062,0.062,,,,1.14,0.11,0.11,2.42,8.70E-06,8.70E-06,0.03473,0.00041,0.00041,0,,,86.02,0.86,0.86,,2011,1/16/2013,,,,,,,,,,2455434.376,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-44,3.9041667,-11.9380556,12.9,,,,,,,,0.06,0.1,0.1,0.95,0.034,0.034,0.93,0.07,0.07,G8V,0.90,0.6,0.6,5410,150,150,,,
WASP-45 b,Confirmed,1.01,0.053,0.053,,,,1.16,0.14,0.14,3.13,3.50E-06,3.50E-06,0.04054,0.0009,0.0009,0,,,84.47,0.79,0.79,,2011,5/17/2011,,,,,,,,,,2455441.269,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-45,5.2375,-35.9983333,12,,,,,,,,0.36,0.12,0.12,0.91,0.06,0.06,0.95,0.071,0.071,K2V,1.40,1,1,5140,200,200,,,
WASP-46 b,Confirmed,2.10,0.073,0.073,,,,1.31,0.051,0.051,1.43,2.30E-06,2.30E-06,0.02448,0.00028,0.00028,0,,,82.63,0.38,0.38,,2011,5/17/2011,,,,,,,,,,2455392.316,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-46,318.7375,-55.8716667,12.9,,,,,,,,-0.37,0.13,0.13,0.96,0.034,0.034,0.92,0.028,0.028,G6V,1.40,0.6,0.6,5620,160,160,,,
WASP-47 b,Confirmed,1.13,0.038,0.038,,,,1.17,0.079,0.079,4.16,1.00E-05,1.00E-05,0.052,0.011,0.011,0.0028,0.0028,0.0028,89.02,0.17,0.17,0.00026,2011,12/16/2016,51,82,82,2455764.346,0.0002,0.0002,,,,2456982.978,0.00032,0.00032,,,,,,,0.13,0.08,0.05,,,,142,1.7,1.7,1275,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200.00,30,30,0.18,0.07,0.07,1.11,0.49,0.39,1.16,0.26,0.26,G9V,,,,5400,100,100,,,
WASP-47 c,Confirmed,1.31,0.0518,0.721,1.31,0.05,0.05,,,,596.00,2,2,1.41,0.3,0.3,0.28,0.02,0.02,87,45,45,,2015,12/16/2016,138,8,8,2455981,16,16,,,,,,,,,,,,,,,,,,,29.4,6.1,6.1,247,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200.00,30,30,0.18,0.07,0.07,1.11,0.49,0.39,1.16,0.26,0.26,G9V,,,,5400,100,100,,,
